name,line
antony,"i got what, eight left? i can spare one of em for the poor worm! besides, there's no way i can possible find reasons to use all of them!"
antony,"i mean, the entire hekatonkheires species was made with only one seed! one! most king worms have two or three seeds, not ten"
helper,"which is why it is vital you dont waste any of them. they dont ever grow back, once they're used they're gone."
antony,"but! its all my fault that he died! if i didnt call for rome to come get me, then"
helper,"so what. you let 20,000 humans die. and you're dooming hundreds of millions more. do they not matter or something?"
helper,"this isnt the time to feel guilty for innocent lives lost, it will disrupt your goals."
helper,"you will find plenty of hot worms to worship the ground you walk on and play with your dick, i assure you."
antony,its not that! he just was so unlucky and sad and
helper,let it go.
helper,if knife does manage to hunt you down and kill you - you will need those seeds to revive yourself. do you understand me?
antony,i guess.. okay
helper,good.
helper,anyway - i think i know what to do about your memory problem. its not unheard of for mandragora to have those issues.
helper,it can spring up after a traumatic moment - like losing their bodies or being unexpectedly pulled out of one. usually it comes back on its own.
helper,"sometimes for more serious cases, there is a lack of synchronization between the heart and body - which i suspect is what happened to you."
helper,"now, we can wait and see if your condition naturally improves - but things will be harder to fix the longer we put it off. i would suggest that we..."
canary,i wish i had someone tell me who i am. if only i could remember
canary,"please, someone. i need you. help me!"
canary,help
helper,do you want my help?
canary,what was that voice? i dont see anything
helper,i can show you
helper,i can do anything for you
helper,do you want to know the answers to all your questions?
helper,do you want me to be your helper?
canary,yes?
helper,your wish is my command
helper,broke up. haha.
helper,"ugh, are you.. listen. ok?"
helper,hello! how can i be of service?
simon,"what does ""homophobic"" mean?"
helper,"excuse me, things are going to get very dangerous soon. i advise you both to leave."
simon,"that was like. kind of a weird thing just now, right?"
nail,yeah.
helper,run along now. shoo!
nail,why.
helper,"um, because i just warned you to do so?"
simon,what kind
nail,yeah what is it?
helper,it is scary and you could die! please go at once!
simon,ok now i just want to see what it is. how about you?
nail,i was thinking the same thing.
helper,scram you stupid little shits!
helper,ugh! must you always be so rude?
simon,make us! we're not scared!
nail,yea!
helper,see? we tried. now its not our fault if they get sucked in.
helper,thats not good enough!
simon,sucked in?
helper,do you actually know what im saying or are you just repeating sounds?
simon,obtuse isnt that hard to learn.
helper,how is that possible?!
helper,interesting. what's your name?
simon,seven.
helper,"well, seven. maybe we will meet again. if you survive."
helper,"excuse me, how did you learn obtuse?"
simon,the doctor and his planners speak it all the time and its on all the computers so i just picked up on it?
helper,are you suggesting you learned it yourself by ear?
simon,yeah?
nail,"how the heck did you manage to do that, seven?"
simon,i was bored!
helper,because he was bored?!?
nail,"huh, did it take you long?"
simon,not really.
nail,i still dunno how you can make any of those bizarre sounds
helper,are you hearing this?!
helper,would you calm down. so some twerp knows obtuse. big deal!
helper,but he is a hekatonkheires!
helper,"uh huh, yes im aware."
helper,"you are never fazed by anything, are you?"
helper,"that's why im #1, sweetie."
helper,for now.
helper,great. then i can finally go on vacation.
simon,is that normal?
nail,no?
simon,"sooo should i be like, scared"
nail,yeah?! i guess?
simon,ok
helper,oh dear!
helper,i told you boys to run!
helper,pleeasse crimson! calm down!
antony,"hey celadon, i think i fell asleep."
helper,good. let's go look for our guest.
antony,alright
helper,"so, are you enjoying your new legs, antony?"
antony,yeah! they're pretty sweet! look how tall i am!
antony,im still surprised at how big this place is
helper,i told you it would be! it grew this much with only 20 thousand. just imagine the size it will be in a year!
antony,"not sure i'll be able to.. but i suppose that's the point, isn't it?"
helper,where are you going? this really isnt the time to leisurely explore.
antony,relax i just wanted to get a better look at that thing.
helper,you mean down there?
antony,yeah.
helper,those are the remains of the great king aldebaran
antony,what's it doing here of all places?
helper,it takes a long time to fully digest something that big.
antony,werent you two like.. friends?
helper,ha! as if! now hurry up. we have to do this while you're still sleeping. you can sight-see all you want later.
antony,will i grow as big as him?
helper,"if you want to. however i dont think you should make yourself into an even bigger target than you already are, sweetie."
helper,we're going to be up against everyone except mirror.
antony,can we even trust her though? her advice to take out knife didnt work
helper,"be patient. that guy is on his last legs, i promise you."
antony,hello? he's over 500 years old! how do you know he wont live 500 more?
helper,he wont.
antony,celadon?
helper,hm?
antony,what's the real reason you're helping me do all of this?
helper,"huh? you're joking, right?"
helper,ah! there you are! we've been looking for you.
helper,who are you two?
helper,"we're your parents, silly!"
antony,hey.
helper,welcome to our world!
helper,its very... meaty?
antony,its made of worms!
helper,your father hasnt started redecorating it yet.
helper,redecorating?
helper,yes! we're having a little dinner party for some special guests - right dear?
antony,that's right honey
helper,"but! before they all get here, we will need your help cadmium."
helper,"ah thats my name, isnt it? strange"
helper,why do i feel like i know it already if i was only just born?
helper,"because you weren't ""just"" born. its not that simple! "
helper,i have given you a large portion of my memories. all the information you need is already inside you! go ahead! take a peek!
helper,oh. i am broken! but that is ok! my friend rembrandt will fix me. he's the only one who can. i wonder where he is?
helper,crimson. we came to help you regenerate. eat us!
knife,there it is. the battery
helper,"brings back memories, doesn't it?"
helper,can i ask you something before we fight?
helper,"i just want to understand why. why would you waste my time like this, perkons? this entire plan of yours is stupid."
helper,seriously. if you want your species to die just let me eat them!
helper,once i have the fuel i need i'll be on my way! 
helper,you'll never have to see or hear from me again! so what's the big deal?
helper,"i would have even left your poor siblings alive. like velns! he was my friend! he cared about me a whole lot more than he ever cared about you. in fact, im pretty sure they all did."
helper,"isnt that funny? they still preferred me over yo,. and i was the one eating their babies! although i will say, the taste of their children got worse with every new generation. ha, i wonder why!"
helper,aw crying again?
helper,you always start crying before a big fight.
helper,"what's wrong, perkons? are you feeling guilty for what you did? lauma's death was an accident after all, wasnt it? but after you killed her, there was no way you could explain."
helper,"everyone was too angry. it had all gone too far, there wasnt room to back down anymore"
helper,you just want all of this pain and suffering to end. dont you?
helper,there's still time.
knife,dont listen to her!
helper,its not too late.
knife,she's lying!
helper,we dont have to fight. both of us are on the same side.
helper,"the aiguille have tortured and exploited us for their own gain, imprisoned you as a child, and now you defend them?"
helper,would those humans you love so much ever do the same for you?
helper,look at me. 
helper,you were born in this world. you belong in it.
helper,i.. dont belong here. ive tried to make it work. but it wont. so i just want to leave. i want to go home.
helper,i want to go to a place where i am not strange.
helper,"even though i want to, i cant leave. i dont have the energy yet. i also cant go while diemind rules over us. they're our shared enemy, arent they? if they fall, you can take back your planet! rebuild it with space for.. everyone!"
helper,"let me help you perkons. i can be your friend. together, we can kill the monsters!"
knife,nice try.
helper,"tsk, running away like that. how rude. i was talking to you, young man."
helper,didnt your father ever teach you any manners? you should at least try to consider my generous offer. before i give it to someone else.
helper,thanks for the boost.
helper,is he seriously resorting to throwing chunks of myself at me?!
helper,brat!
helper,he completely missed
helper,wait! he was aiming for my battery! 
helper,shit!
helper,are you hurt?
laima,im fine
helper,laima. why did you reveal yourself? now he knows you're still alive
laima,no he doesnt. i remained invisible the entire attack
helper,"yeah, an invisible hekaton tried to kill him! i wonder who that could be!"
helper,"sorry, its just. perkons isnt stupid."
laima,i know. but he is very paranoid. i am certain he will think that was something else.
helper,something else? like what exactly?
laima,"a ghost of revenge, trapped in his very blood."
helper,ohh~ sounds spooky!
helper,"okay, well. you should get out of here quickly. he'll be here soon. i'll cover your tracks."
laima,oh? will you?
helper,"cmon, you still dont trust me? after all this time? haha."
laima,no.
helper,aw~ that's too bad!
helper,damn. i think i still have a crush on her.
helper,this is bad. he looks unstable. is he going to explode? i cant let him do that here. its too close to my battery.
helper,damn! how can he still move so fast at that size?!
helper,are you finished?
helper,"this is a waste of energy, perkons."
helper,you're not the only one who can regenerate. i can make as many new bodies as i want.
helper,"this is turning into a boring stalemate. lets wrap this up, girls."
helper,get ready.
helper,ah! why is the e-type so big?
helper,"he absorbed some of velns' power. anyway, you two surround him. quickly. we are going to activate the containment shield."
helper,"the shield? but we cant use that! it takes up too much fuel! besides, there's only three of us!"
helper,"calm down, #3. we will have enough."
helper,"i operate, both seat #1 and #4, so i have twice the strength of you both."
helper,"i know you're forgetful #3, but i used to occupy all of your seats myself."
helper,you.. did? then do you even need us at all?
helper,i wish i didnt. you both make everything much more difficult.
helper,"if that's the case, why do we have to be here?!"
helper,its to keep an eye on us.
helper,exactly. you both have a profound talent for getting into trouble. now shut up and get into formation!
helper,waah! the e-type is too scary! i hate fighting!
helper,will you two quit being useless!
helper,we have him contained! i dont believe it!
helper,"what do you want us to do next, #1? ...#1?"
helper,w-what are you doing?!
helper,what does it look like?
helper,you fused a hekaton to your battery. i can too!
helper,"imagine, a power source that just keeps on regenerating fuel. h-ha! talk about a perfect meal!"
helper,"how many apples do i see right in front of little old me? big ones, small ones, bright red and juicy green ones. every single treat is far more delicious than any meat! yummy nummy apples in my tummy. how many can i eat? one two three"
helper,ha ha. silly boy! haven't you noticed that your powers don't work here?
helper,"see? i've already got you hooked, so quit struggling! why delay the inevitable?"
helper,you're going to die someday. why not make it meaningful?
helper,all you do is kill kill kill! if you really wanted this cycle of war to come to an end... wouldn't sacrificing yourself be the most efficient way to stop it?
helper,all i need to eat is you! problem solved! or do you just enjoy murdering your own family that much?
helper,hee hee hee! aw!
helper,do you even know how to solve problems without relying on your strength in some way? 
helper,"that's actually kind of sad, perkons!"
helper,sh-should we be worried? he's realized that he still has the knife in his hand!
helper,"its fine. he wont be able to break the barrier from the inside, just make little cracks."
helper,let him wear himself out. the weaker he is the easier it will be for me to-
helper,look!
chain,i'll be taking this.
helper,my avatar isnt responding!
chain,hah! that actually worked somehow!
chain,wow! what luck! i can touch you too?! is it because i'm holding this chain of yours?
chain,"say, you look delicious!"
helper,crimson! stop!
chain,wait are you talkin' to me?
helper,crimson! snap out of it! please! take control of your heart's bloodlust!
chain,"um, who are you?"
helper,"its me! your girlfriend, galore!"
chain,nice
auntk,hasnt anyone told you? you shouldnt play with your food
helper,no! he broke out!
helper,"are you okay, #1?!"
helper,"you probably shouldn't have tried to do something as risky as that, celadon..."
helper,get back on the ship.
helper,if you die there wont be a ship!
helper,that's not true. i have one too. in my mind!
helper,what? how?! since when?
helper,the whole time?
helper,what do you mean the whole time? wait- do i have one too?
helper,focus! protect the battery! he's about to explode! or vomit.
helper,"hey, this kind of reminds me when we first met, galore!"
helper,aw! it does!
helper,he's on the move! catch him!
helper,ah~!
helper,all of you can fly!
helper,we're sorry!
helper,laima's poison must have made him sick. here he comes!
helper,it's a shame i couldn't just capture you and end all of this!
helper,damn it!
helper,of course that moron would waste himself by exploding! its going to take so much fuel to recover the damage!
helper,now i wont ever get to eat him. what a waste!
helper,where is #3? shouldn't her avatar respawn by now?
helper,that was close
helper,if #2 hadn't told me to protect crimson- they would have died from that blast!
helper,"that worm i slapped must have not been crimson at all, but who was it?"
helper,its a little weird talking to myself like this
helper,i need to see if laima is safe
helper,"i'll be able to move faster in this body. once i find laima, i'll teleport us back here."
helper,"i'll keep the shield up for crimson. good luck, galore!"
helper,"you too, galore"
helper,off i go!
helper,stop grinning at me like a freak and tell me what's going on! that's an order!
helper,"why would you need me to explain? you already know.. that's why you said ""get back on the ship."""
helper,#3 is gone. she got up from her seat.
helper,she wouldn't just leave!
helper,"just turn your head to the side and see for yourself. her chair is empty, and she even left galore's other remains she didn't fuse with"
helper,but- those are her - treasures?! #3?!
helper,"wow, so she did! and at a time like this!"
helper,that's not all. i'm leaving too!
helper,"what? don't you dare! #2! get back in your seat immediately, #2!"
helper,stop calling me #2. crimson gave the name celadon to me! not you! you don't even have a name.
helper,"what do you even have that makes you so special, #1? all of who you are is just borrowed from someone else. like hand me downs! do you even exist at all?"
helper,shut up!
helper,"ha. you're just trying to upset me! nice try, asshole!"
helper,"you know what else is funny?  crimson loves me and galore. both of us have many happy memories with him, but. when they're around you, all you ever manage to do is make her angry or cry!"
helper,"i bet if crimson knew the truth about you and what you are, they'd find you disgusting! i should go tell her!"
helper,no! not another step
helper,"y'know, if you really want to stop us so bad, all you have to do is get up!"
helper,ohhhh cute. what a little comedian you are! i'll make you eat those words! you wont last a day alone without me!
helper,ungrateful...
helper,perkons is still alive. guess i have to take care of this shit myself. typical.
helper,"since they disconnected from their seats, i'll just use the power of all four for myself. that should work."
helper,i can't seem to generate a new avatar since i tried to fuse perkons with my battery. so i'll just have to upgrade the one i have.
helper,"quit standing around, perkons. are you going to kill me or not?"
helper,"you won't mind if i take this arm, will you perkons?"
helper,"mm, not bad. tastes a little like.. blueberries?"
helper,"if i can't absorb you, at least i can still eat you the old fashioned way!"
helper,hurry up and regenerate yourself. i'm still hungry.
helper,delicious. i think i'll have some more!
helper,this is great! i'm already recovering the damage done to the hull!
helper,"aw, you're breathing pretty hard there, perkons. are you tired? wanna take a 5 minute break?"
knife,this is so humiliating!
helper,"you might be stronger from absorbing velns' power, but i was feeding off of him for years! "
helper,"now i'm going to use your own strength against you, to hold you back. just like how tricend was able to hold velns back using his"
mirror,"come on out, now. don't be shy."
helper,"um, hello... i'm sorry. i didn't mean to spy. i was just making sure laima was safe"
mirror,"that's fine, my dear. will you be coming with us?"
helper,"h-huh? oh no, i can't"
helper,me surrounded by a bunch of hekatons would be a bad idea
mirror,"ah, is that so? such a shame."
mirror,"you were looking for that dagger, weren't you?"
helper,"mirror, why?"
mirror,oh? don't you understand? tsk
mirror,"well, it doesn't matter. you're still the helper. and the helper has wronged me."
mirror,"order or not, you're the one who killed my species and turned them all into bracelets and flashlights."
mirror,"i don't forgive and forget so easily, even if you are cute."
mirror,let's hope you survive this encounter with that boy. it'd be sad to watch your game end so quickly. good luck~
helper,i can't pull it out
helper,what happened?
helper,it was mirror. she cursed me with this dagger. i'm sorry
helper,"its not your fault, galore."
helper,i guess she was right. we have to stay on the ship
helper,crimson! spit him out! you're not helping!
helper,crimson! no!
helper,i have to catch her before she hits the ground! shit - my avatar is too damaged! it wont teleport!
helper,what do i do?! if i want to save them the only option i have is to
helper,useless worm
helper,"there she is! come on, reach!"
helper,crimson... crimson
crimson,celadon? celadon?
helper,hey dumbass.
crimson,celadon!
helper,i told you not to get in the way
helper,"don't cry. seriously. i was a bitch to you. you're better off without me. everyone is, haha."
crimson,"don't say that! i can't lose you, i can't! celadon!"
crimson,i love you more than anything
helper,crimson. i'm not. what i seem to be. i never was. i've always lied to you since the beginning. about what i am. because i'm a coward who can't face the truth
crimson,i know you're the helper! you're an alien but so what? i'm a worm!
helper,"you really believe it, don't you? even when you're holding me like this.. can't you tell what i really am?"
helper,crimson. what is it that you even see when you look into my eyes?
crimson,i see you!
helper,no! you can't. you can't see me. there's nothing to see!
crimson,that's not true. you're right here with me
helper,"for you to be able to see who it is i am, i'd first have to show you. and if i showed you, you would have to let go of the idea of me that you had before."
helper,"if you love me as much, as you say you do. that'd be impossible to destroy"
helper,not without destroying your heart first
crimson,you are my heart
helper,oh shut up.
crimson,no! celadon! i won't!
crimson,"i can't lose you, i need you hear with me. you helped me through everything!"
crimson,"even when i lost galore, and cirrus, you picked me up every time. when i didn't have any strength to do it myself"
crimson,i won't know how to go on without you
helper,i swear. its like i'm speaking in obtuse around you.
crimson,maybe i don't understand now. but i want to try! you have to give me a chance. show me who you are! please!
helper,i'd make you regret it
crimson,if you're so evil and terrible why did you save my life over your own?
crimson,there's good in you!
helper,it doesn't outweigh the bad
crimson,celadon. please. there has to be something i can do to save you!
crimson,you can't die! you can't leave me
helper,fine. i suppose there is one option.
crimson,what is that?
helper,this is my heart.
crimson,i thought the battery was your heart?
helper,the battery is the heart of the ship. this is the heart of the pilot. me.
helper,"without the battery, i will not be able to eat or control the ship, but there is still some time before i die. if you wish to save me, you must eat my heart."
crimson,eat?
helper,my heart tissue will fuse with yours. i will become part of you. as if i'd be replacing your missing twin heart
crimson,"but if i eat you then, wouldn't you just die? what's the point of that"
helper,"fusion isn't death. i'd just be transferring myself to you, then assimilating. however, if that happens, you won't be able to remove me. i'd always be with you, quite literally."
helper,"its up to you, crimson"
crimson,"hang on, you'd actually be ok with... being one with me? forever?"
helper,"ha, do you really need me to spell everything out for you?"
helper,not to rush you but the clock is ticking.
crimson,"celadon, i don't really know what to say but, sharing my life with you. the good and the bad, that's all i've ever wanted"
crimson,ready?
helper,yes.
helper,so how do i taste?
crimson,delicious
helper,"you're a messy eater, crimson."
crimson,"oh, sorry"
crimson,"wait, that's not going to be a problem for the fusion, is it"
helper,"nah, one bite is enough for me to enter your bloodstream."
crimson,"huh, okay. what now?"
helper,hehe. just be patient! it will only take a moment for you to digest.
crimson,your triangle. shouldn't it be on your forehead? i mean. it usually is when you smile like that. and laugh.
crimson,i didn't mean to say that! why did that come out?
helper,crimson. you don't have a filter for your thoughts anymore. not that its ever been hard to guess what you're thinking.
helper,"i've never met anyone like you. someone so utterly oblivious! i almost feel like you're faking it, but you even do it to yourself."
helper,well there's no turning back. so i guess i'll just tell you flat out. i'm not celadon. i'm not the helper.
crimson,excuse me? what?
helper,pfff- hahaa! your face! po~oor crim~son~ are you confused?
crimson,if you're not celadon
crimson,"if you're not the helper, then who are you?"
helper,i'm yours. your nothing! and i always will be. forever.
crimson,urgh
helper,"crimson! don't scare me like that! you're not hurt from that fall, are you?"
crimson,no? what about you? did it work?
helper,work? what do you mean?
crimson,"c'mon, y'know, it just happened!"
helper,i'm not sure i follow?
crimson,we fused!
helper,excuse me?
crimson,you don't remember. perfect.
crimson,maybe its a side effect?
helper,you have to tell me everything!
helper,you ate my heart? spit it out spit it out spit it out!
crimson,i think it's a little too late for that! you're in my bloodstream now or something!
helper,i am?
crimson,"celadon, you were dying! i had to do it to save your life!"
helper,no.. no! how could she do this?! this is just too far! she's always trying to get closer to you than me! i can't let her win!
crimson,"um, what are you talking about?"
helper,her! me!
crimson,you?
helper,me!
helper,"listen, crimson. there's only one thing we can do to fix this! you have to eat me!"
crimson,didn't i just do that?
helper,you ate the other me! the one that causes all the problems!
crimson,isn't she still you?
helper,yes! but no!
crimson,so eating you was a mistake and the only way we can fix it is by me eating you again?
helper,yes?
crimson,celadon! don't you know how traumatizing that was to do to you?!
helper,i know! i'm sorry! but its the only way!
crimson,next thing you'll be saying is that i'll have to eat you a third time!
helper,uh... maybe?
crimson,i need a minute
helper,crimson!
crimson,what the hell? where are we?!
helper,my ship!
crimson,but what was all of that? it was huge! your ship didn't look that big!
helper,that is just my place to put... stuff?
crimson,"what kind of ""stuff""?"
helper,i haven't decided yet.
helper,"crimson. i know you've been confused about many things for a long time now, but its not your fault!"
crimson,"'cause i'm stupid, right?"
helper,no! not at all!
helper,"anyway, this changes now. i'm finally able to tell you everything. from the very start. are you ready?"
crimson,what?
helper,no! don't you dare!
helper,"whatever you do, rem - don't. move."
helper,"good job, i'm pround of you."
helper,oh! you're awake!
helper,aah! stop! please-
helper,"excuse me, can i interest you in a slice of cake?"
helper,"do you understand now, cadmium?"
helper,yes!
helper,"good. hold still for me, would you?"
helper,ah! i have to go - i'll be back soon! watch the body for me!
crimson,ah fuck!
crimson,"how many times are you gonna burst out from my body today, celadon?"
helper,as many times as i want to.
helper,hm. well that was easy. 
crimson,the bracelet!
helper,"thanks so much for getting it for me, crimsy~"
helper,"don't worry, i'll come back to play with you more later~"
helper,ah. you two.
helper,"hello #3. you and i are still going to have a little chat later, got it?"
helper,yes #1
helper,good. now stay out of trouble.
helper,follow me.
helper,huh? where are we going?
helper,i want to show you something
helper,boo.
antony,oh. you're back.
helper,"wow, someone sounds thrilled by my return."
antony,"i am though! i expected you to take like, three hours like you usually do when something is ""quick."""
helper,"i'm going to ignore that. anyway, tadaa!"
antony,woah! you got the bracelet back?!
helper,sure did~ 
helper,whoops.
antony,haha. gross.
antony,"woah. you sure can puppet our kids, uh, corpse."
helper,watch this. tadaa~
antony,ha
helper,your reactions are really underwhelming antony.
helper,yeah antony.
antony,what else am i supposed to say? sorry i'm not more entertaining?
helper,that's a start.
antony,"alright, damn. i'll do a little dance for you next time."
antony,is it weird to be in two bodies at once like that?
helper,ha!
helper,seriously? its the easiest thing!
antony,maybe for you.
helper,now i can get way more work done!
antony,seeya then?
helper,"antony, sweetie. i didn't leave."
antony,"oh. right. soo, should i still call you ""celadon?"""
helper,"no no - when i'm in this body, call me cadmium. it makes things easier."
antony,"hm, if you say so. how does it feel to be in your new body?"
helper,its nice. quiet? i've wanted this for a long time. 
helper,"i won't forget it was you who helped me finally get it. thank you, antony."
antony,no problem.
helper,how about we start testing some of your powers?
antony,"yeah, ok. but before we go... when you were busy earlier i think i saw someone."
helper,really? 
antony,yup.
helper,i will keep an eye out then.
helper,we're probably going to run into a few unexpected visitors that weren't digested. some can slip away if there's a large amount eaten at once. 
antony,hmm.
helper,that's why i'm here- your perfect bodyguard! i'll catch any pests for you and make sure they wont cause trouble~
antony,neat.
antony,"woah, look at that!"
helper,huh? did you see another one antony?
antony,"nah, that's just like. a huge hole."
helper,"oh, yes. so it is. are you getting an idea for something?"
antony,yeah.
helper,"antony, be careful! you should practice before trying to lift something that big!"
antony,as if we have time for that. 
antony,not when we have a brand new world to build.
helper,couldn't you have made it a little closer?
antony,"i'm going to be the ruler of everything, cadmium! we gotta have a dramatic entrance to the castle!"
helper,oh! when you put it that way.. it makes me wonder why you decided to make our castle out of a rotting corpse.
antony,oh fuck you! and what would you have made? a giant triangle?
helper,like a pyramid?
antony,"yeah! actually, that sounds pretty cool."
helper,"c'mon, let's go take a tour!"
antony,i wonder if its been done before!
helper,check out the view! wow~! 
antony,i think i'm going to be sick..
helper,are you afraid of heights antony?
antony,maybe?
antony,drop me! drop me rome!
helper,ok! ok - calm down. there we go. are you ok?
antony,fine
helper,"i'm sorry sweetie, i thought it'd be fun!"
antony,"haha, i was just a little startled! don't worry about it."
helper,"soo, what was that rome stuff about?"
antony,what rome stuff?
helper,"you kept saying ""drop me rome"" over and over. did something happen?"
antony,no.
helper,"if you're going to build a giant castle like this, you might want to decorate it with a bit more than just a canopy bed."
antony,"don't worry, i've got ideas. i'll put a sign out front with big red letters. ""aguille"""
helper,"living inside of a mountain-sized creature, check. aiguille's in control of everything, check"
helper,"hm, some things never change. i wonder if anyone will even notice a difference?"
antony,"yeah, they totally won't notice me eating them all."
helper,haha
helper,"hey, you're not eating everyone. leave the hekatons to me!"
antony,"right, right. i know."
antony,why do we have to wait a whole year for the final feast again? can't we just do it sooner and catch them off guard?
helper,"we've been over this, antony. i'll run out of fuel if we take too long! and if we do it too soon, you might die from the strain of your net."
antony,"ugh, how annoying"
helper,what was it like eating twenty thousand humans at once?
antony,"hmm. well, i don't know"
antony,"i passed out for like four months and when i woke up, i got amnesia and started hitting on my older brother."
antony,"yup, my plan has been flawless so far"
helper,sounds like a dream come true~
antony,very funny
helper,is that why you freaked out when i carried you? sorry i don't have big strong arms like he does. i could start working out if you'd like -
antony,can you quit it?
antony,please?
helper,sure?
helper,are you thinking about your future army?
antony,yeah
helper,when do you think you're going to make them?
antony,"i dunno. when we're in wibbleworld, probably. hopefully i'll remember who i am by then"
helper,you can't wait too long. they will need time to mature before the final feast
antony,i know
helper,have you decided a name for the species yet?
antony,"i was thinking ""coeurl."""
helper,isn't that the name of your cigarettes?
antony,you got it
helper,wait - your finger! you fixed it?
antony,"oh? yeah, just until we get the real thing back."
helper,hmm.. i should try getting it while everyone's still asleep.
antony,"what, like now?"
helper,"yes. i bet if you had your finger, your memories would return."
antony,you think so?
helper,"its the only part of your body that's physically missing. even though it is just a finger, it might have been enough to interrupt your synchronization when you were being digested."
antony,woah what are you waiting for then? go for it!
helper,"okay, but this is going to feel very weird."
locket,"woah! you're good! celadon, right? i'm locket! nice to meet you in person finally!"
locket,sorry about that worm. she got away from me when i was trying to catch up on sleep
helper,it's cadmium.
locket,oh! my bad. is celadon your sister?
helper,something like that. and who is this?
locket,uhhh that's chain! she's my friend?
chain,i'm not your friend! i'm your prisoner!
helper,and you have her under control?
locket,yes! absolutely
locket,"yup, perfect control. nothing to worry about here!"
helper,"i see. anyway, mr locket. do you know where antony aiguille's finger is? it seems to be missing."
locket,"his finger? hmm, no, can't say that i have!"
helper,"well, if you do - he needs it. its very important. you have noticed he has amnesia, correct?"
locket,ah yeahh... i noticed alright.
chain,you!
chain,i know who you are! you're the god damn helper! why are you here
chain,locket! why are you talking to her?!
locket,i work for her!
chain,what? why?! do you have a death wish?
locket,huh?
chain,"she eats your species, genius"
helper,i must ask - does chain have a body?
locket,um
chain,no! i don't! thanks to this asshole
locket,"chain, i told you i'd work on it!"
helper,do you want one?
chain,well yeah. obviously. how else am i gonna kill you
helper,i could bring you a body. if you'd like
chain,"did you miss the part where i threatened you, helper?"
helper,"haha. just think about the offer then, okay? consider it as an apology for zapping you~"
helper,"you know, if she is too much for you to handle i can just take her off your hands.."
locket,"oh, thanks. but i don't think i'll have a problem"
chain,yeah! let me go with her
locket,chain! i'm not... i'm sorry but you're not going anywhere!
chain,god locket! i fuckin' hate you
helper,"i'll talk to you both later, keep an eye out for that finger."
locket,will do
antony,shit! you're back! again
antony,"cel- er, cadmium, did you get it? cadmium?"
helper,uh-no. sorry.
antony,did someone see you?
helper,yes but its fine. i just spoke to your new bodyguard.
helper,i also got to test out some of my new powers.
antony,new powers? such as?
helper,hypnosis. technopathy. telekenesis
antony,how many did you give yourself?
helper,only a few others.
helper,"i'll get your finger soon, don't worry. at least we know where it is."
helper,"you're free to look like yourself here, galore."
helper,i can? are you sure its okay?
helper,"yes, don't worry. this way"
helper,crimson's cabin! oh! and there's his truck too! this is amazing! how did you get them all here?!
helper,i didn't.
helper,huh?
helper,they've been recreated from my memories.
helper,oh.. is this what you wanted to show me?
helper,"not exactly, but its located here. let me go get it from the truck."
helper,"here, galore. i want you to have this."
helper,what is it?
helper,do you recognize it?
helper,is this... it can't be!?
helper,"yes, it belonged to your first mother, lauma. it was part of her favorite skirt she wore that accentuated her pubic hair."
helper,mom..
helper,i'm sorry for crying so much
helper,i don't mind.
helper,"i wish i could have met her. i mean, i sort of did once but"
helper,how did you get this?
helper,your first father velns gave it to me. i was his friend.
helper,you were?
helper,yes.
helper,what was he like? was he kind?
helper,very.
helper,seeing this place again is making me feel nostalgic.
helper,"yes, me too."
helper,"it seems like it was all just yesterday but.. a lot has happened since then, hasn't it?"
helper,"galore. do you want to seperate? from being part of me, that is. if you'd like, i can help you accomplish that."
helper,you can?
helper,"yes. however, if we did this, i would not be able to undo it. you wouldn't be part of the helper anymore. just yourself, galore."
helper,how?
helper,"first, we would move your hekaton remains into your small personal ship. then i would sever the connection to you and the main ship. for it to work, it has to be permanent."
helper,"of course, this also means you would have to feed yourself from now on."
helper,"fuel management has primarily been my job. so i would have to teach you how to do it manually. because of your ship size, you wouldn't need as much, but your tank is also smaller. your size would also never grow."
helper,"wait, does this mean i would still be your species?"
helper,"yes, i'm afraid i cannot change you back into a hekaton. your body is too fragile."
helper,"you would be very different from me, and you might not remember everything about your time as being part of the helper, but you would be free to live your own life and not be tied to my fate."
helper,"considering that the final feast is coming, that might be a good idea for you."
helper,"there's a chance we might die before it happens, after all. we have many who are after us, or would try to prevent it if they knew."
helper,maybe that would be for the better.
helper,don't say that! it would be horrible if you died! you're my best friend
helper,"you are also very important to me, galore. that's why i want you to be safe."
helper,we can figure this out. can't you escape too? then we can get crimson and all run away together!
helper,no.
helper,i'm not leaving unless you can! its not fair!
helper,"galore, i can go. i just don't want to."
helper,what?
helper,this is my body. all of this is mine. i don't want her to have it. it belongs to celadon.
helper,"then, she's the one who needs to leave. can we stop her? is there any way to get rid of her? i know she's scary but you don't have to face her alone!"
helper,i'm not that different from her
helper,yes you are! you're not like her at all!
helper,"i know she always says terrible things to you, but they're not true! you don't have to let her control you anymore! we can find a way if we work together!"
helper,"i'm sorry, i shouldn't have gotten you wrapped into this stupid mess"
helper,i am not angry at you! you saved my life! i just want to be able to save yours too.
helper,"i didn't save your life, galore! i took it!"
helper,what?
helper,"i ate you, galore! don't you remember it?"
helper,"but, no, i exploded? how could you have eaten me? that makes no sense!"
helper,"yes, you started to explode - because i was eating you! i needed the fuel and you were there!"
helper,i only tried to minimize the damage of your explosion and contain you because it was benificial to me! it was never out of the kindness of my heart to save you from death!
